,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
331,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True
332,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True
333,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False
334,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,False,False
335,True,False,True,False,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True
336,False,False,True,True,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False
337,False,False,True,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False
338,True,False,True,False,False,True,False,True,True,True,False,False,True,True,True,True,False,True,False,True
339,False,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True,False,False,False,False
340,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,True,True,True,True
341,True,False,False,False,False,True,True,True,False,False,True,False,False,False,True,False,True,True,True,True
342,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True
343,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,True
344,True,True,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False
345,True,False,False,True,True,True,False,False,False,True,True,True,False,True,True,False,True,True,True,True
346,False,True,True,True,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,True
347,False,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,True,True,True,False
348,True,True,True,True,True,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True
349,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True
350,False,False,False,True,False,True,True,False,True,False,False,False,True,True,False,False,False,False,True,True
351,True,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False
352,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False
353,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False
354,True,True,False,True,True,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True
355,True,False,True,False,True,False,False,True,True,True,False,False,False,False,True,True,False,False,True,True
356,True,True,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,True
357,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,True,False,True,True,True
358,False,True,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False
359,True,True,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True
360,True,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False
361,True,False,True,True,False,False,False,True,True,True,True,False,True,False,True,True,True,False,True,False
362,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False,False,True
363,True,True,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True
364,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
365,True,True,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,True,True,True
366,False,False,True,True,False,True,False,True,True,False,False,False,True,False,True,True,False,False,False,False
367,True,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False
368,False,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False
369,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False
370,False,True,True,False,True,True,True,False,False,True,False,True,True,False,False,False,False,True,True,True
371,False,True,True,False,True,True,False,False,False,True,True,True,True,False,True,True,True,False,False,True
372,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True
373,True,True,True,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,True,True
374,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False,True,True,True,False,True
375,False,False,False,False,True,True,False,False,False,False,True,True,True,True,False,True,True,False,False,False
376,True,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False
377,True,False,False,True,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False
378,False,True,True,True,True,True,True,True,False,True,False,True,False,True,True,False,False,False,False,False
379,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False
380,True,True,False,False,True,True,True,True,False,False,False,True,False,True,True,False,False,True,True,False
381,False,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,True
382,False,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
383,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False
384,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True
385,False,False,False,True,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True
386,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False
387,False,True,True,True,True,True,False,True,True,False,False,True,True,True,False,False,False,True,False,True
388,False,True,True,False,False,False,True,False,False,True,True,True,False,False,True,True,True,False,False,False
389,True,False,False,True,False,True,True,True,False,False,True,True,True,True,True,True,False,False,False,True
390,True,False,True,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True
391,False,False,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False
392,True,False,True,False,False,False,False,False,True,False,False,True,True,True,False,False,True,False,True,False
393,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
394,True,True,True,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False
395,False,False,False,False,False,True,False,False,True,True,True,False,False,True,True,True,True,True,True,False
396,False,False,False,False,True,True,True,True,False,True,True,False,False,True,True,True,False,True,True,False
397,True,True,True,True,False,False,True,True,False,True,True,True,False,False,True,True,True,True,False,False
398,False,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,True,False,True
399,True,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False
400,False,False,True,True,True,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False
401,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False
402,True,False,False,True,True,True,True,True,False,False,False,True,True,False,False,False,True,False,True,False
403,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True
404,True,True,True,False,True,False,False,True,True,True,True,False,False,False,True,True,True,False,False,True
405,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,True,True
406,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
407,True,False,False,True,False,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True
408,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,True,True
409,False,False,False,True,False,True,True,True,True,True,False,True,False,True,True,False,False,False,True,True
410,True,True,False,False,True,True,True,False,False,True,False,True,False,False,True,False,True,True,True,True
411,False,False,True,True,True,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True
412,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
413,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,True,True,True,False,True
414,True,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,False,True,False,True
415,False,True,True,True,False,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True
416,True,False,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False
417,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True
418,False,False,True,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,False,False
419,True,True,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,True,True
420,False,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,False,False,True,True
421,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,True
422,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,False,True,False,False
423,True,True,False,False,False,False,True,False,True,True,False,False,False,True,True,False,True,False,False,True
424,True,False,True,True,True,True,False,False,True,False,False,True,True,True,False,False,True,False,True,True
425,False,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,False,False,True
426,True,False,True,True,False,False,True,False,False,False,True,True,True,True,False,True,False,False,True,False
427,False,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True
428,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False
429,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,True,True
430,True,False,False,False,False,False,True,False,False,True,True,True,False,False,True,False,True,True,True,True
431,False,False,False,False,True,False,True,False,False,True,False,True,True,True,False,False,False,True,True,True
432,True,True,True,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,True
433,False,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True
434,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,True,True,True,False
435,False,True,True,True,False,True,True,False,False,False,False,True,True,False,False,True,True,True,False,True
436,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False
437,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,True
438,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,True,True,True
439,True,True,False,True,True,True,False,True,False,True,True,False,True,False,False,False,False,True,False,False
440,False,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True
441,True,False,True,False,False,True,False,False,False,False,False,True,True,False,True,True,False,True,True,True
442,True,True,True,True,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True
443,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,True,False,False,True,False
444,True,False,False,False,True,False,True,False,True,True,True,True,False,False,False,True,True,True,False,True
445,False,True,False,True,True,True,False,True,True,False,False,False,True,True,True,True,False,True,True,False
446,False,False,False,True,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,False
447,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,True,False,True,False
448,False,False,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False
449,True,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
450,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False,True,False
451,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False
452,True,False,False,False,True,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False
453,True,True,True,True,True,False,False,False,False,True,True,False,True,False,True,True,False,True,True,False
454,True,False,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False,True,False,True
455,False,True,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
456,True,True,False,False,False,True,True,True,False,True,False,True,False,True,True,True,False,False,False,True
457,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,False
458,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True
459,False,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,False,False,False
460,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False
461,True,True,True,True,False,True,False,True,False,True,True,False,True,False,True,True,True,False,True,False
462,False,False,True,True,False,True,False,False,False,True,True,True,True,True,True,False,True,False,True,True
463,True,False,True,True,False,True,False,True,False,False,True,False,False,False,True,True,False,True,False,True
464,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True
465,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,True,False,False,True,False
466,False,True,False,True,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False
467,True,True,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True
468,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,True,True
469,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False
470,False,False,False,True,False,True,True,True,False,True,True,False,True,False,False,True,False,False,False,True
471,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False
472,True,True,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False
473,False,True,True,False,False,True,True,False,False,True,False,True,True,True,False,True,False,False,True,True
474,False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,False,False,True,True,False
475,True,False,True,False,True,True,True,True,True,False,False,True,True,False,True,False,True,False,False,True
476,False,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,True,True,True,True
477,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,False,False,True,False,False
478,True,True,True,False,False,True,False,True,False,True,True,False,True,False,True,True,False,False,True,False
479,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,False,True
480,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,True,False,True,True,False
481,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,True,True,False
482,True,False,False,False,False,True,True,True,True,False,True,False,False,True,True,True,False,True,False,False
483,True,False,True,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True
484,True,False,True,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,True,True
485,False,False,False,True,False,True,True,False,True,True,True,False,False,False,False,True,True,True,False,True
486,True,True,True,True,True,False,False,True,True,True,False,False,True,False,True,False,True,True,False,False
487,True,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False,True,True,True,False
488,False,True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False
489,True,False,True,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True
490,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True
491,True,False,True,True,True,True,True,False,True,False,True,True,False,True,True,False,True,True,True,True
492,False,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,False,True,False
493,True,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True
494,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,True,False,True
495,True,False,True,False,False,True,False,False,True,True,True,True,False,True,False,False,True,True,False,True
496,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True
497,False,True,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,False,True,False
498,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,True
499,False,False,True,False,False,True,False,True,False,True,False,False,True,True,True,True,True,True,False,True
500,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,True
501,True,False,True,False,True,True,False,False,True,True,True,False,True,True,True,True,True,True,False,True
502,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False
503,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,False,True
504,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,True,True,False,True
505,True,True,False,True,True,True,True,False,False,True,False,False,False,False,True,True,True,True,True,False
506,True,True,True,False,True,False,True,False,False,True,True,True,False,True,True,False,True,False,True,True
507,False,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,True,False,True,True
508,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,True,True
509,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True
510,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,False,True,False,False,True
511,True,True,True,True,False,True,True,False,True,False,True,True,True,False,True,False,False,False,False,True
512,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False
513,False,True,True,True,False,False,True,False,True,False,True,True,True,False,True,True,False,True,False,True
514,False,True,False,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,False
515,True,False,False,False,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,True
516,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,True
517,False,False,False,True,True,True,True,True,False,False,False,True,True,False,False,False,False,True,False,True
518,False,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True
519,False,True,True,True,True,True,True,False,False,True,False,False,False,True,True,False,True,True,True,False
520,False,True,True,False,False,True,True,True,False,False,False,True,True,False,False,False,False,True,False,True
521,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,False,True,False,False
522,True,True,False,False,False,True,True,False,False,False,True,True,False,True,True,False,False,False,False,True
523,False,False,False,False,True,False,False,True,True,False,True,True,True,False,True,True,True,False,True,False
524,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True
525,True,False,True,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False
526,False,True,False,True,True,True,False,True,False,True,True,False,False,False,False,False,True,False,True,False
527,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True
528,True,True,False,True,True,False,False,False,True,True,False,False,True,True,True,False,False,True,False,False
529,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,True,False,False,True
530,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True
531,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
532,False,False,False,True,False,False,True,True,True,True,True,True,False,True,False,False,True,True,True,True
533,False,False,False,True,True,False,True,True,False,True,True,False,False,True,True,False,False,False,False,True
534,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,True,True
535,False,True,True,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False
536,True,False,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True
537,True,True,False,True,False,False,True,True,True,False,True,False,False,True,True,False,True,False,True,True
538,True,True,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,False
539,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,True,False
540,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,True
541,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
542,False,False,False,False,False,True,False,True,False,True,True,True,True,False,True,True,True,True,True,False
543,True,False,True,True,True,False,True,False,True,False,False,True,True,True,False,True,True,False,False,True
544,False,False,False,True,True,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False
545,True,False,False,True,True,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False
546,False,True,True,True,False,True,True,True,False,False,True,False,True,True,True,False,True,False,False,True
547,False,False,True,True,True,False,False,False,False,False,True,True,True,True,False,True,False,False,True,False
548,True,False,True,False,True,False,True,True,False,True,False,True,False,True,True,True,False,False,False,False
549,True,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False
550,False,False,True,True,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True
551,True,False,True,True,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,False
552,True,False,True,False,True,False,True,True,True,False,True,False,True,False,True,True,True,False,False,False
553,True,False,True,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,False,True
554,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False
555,False,True,False,False,False,False,True,True,True,False,False,True,False,True,False,True,False,False,False,False
556,False,False,True,False,False,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False
557,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
558,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False
559,False,False,True,False,False,False,True,True,True,False,False,True,False,False,True,True,True,False,False,True
560,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True
561,False,True,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,True
562,False,True,False,True,False,True,True,False,False,True,True,True,True,False,True,True,False,True,False,False
563,True,False,True,True,False,True,True,True,True,False,False,True,False,False,False,True,True,False,False,True
564,True,True,True,False,False,False,True,False,True,False,True,True,True,True,True,True,False,True,False,False
565,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False
566,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True
567,False,False,True,True,True,False,False,False,False,True,False,False,True,True,False,True,True,True,False,False
568,False,True,False,False,True,True,True,True,False,True,False,False,True,False,True,False,True,False,True,True
569,True,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,True
570,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,False,False,True,True,False
571,True,True,False,True,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False
572,False,True,True,True,False,True,True,False,True,True,False,True,False,True,True,True,False,True,True,True
573,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,False,True,False
574,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True
575,True,True,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,True
576,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False
577,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False
578,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False
579,True,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False
580,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True
581,True,False,True,False,True,True,True,True,False,False,True,True,True,False,False,True,True,True,False,False
582,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,True,True,False,False,False
583,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,True,True
584,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,True
585,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,True,True,False
586,False,True,False,True,True,False,False,False,False,True,True,False,True,True,True,True,False,False,False,False
587,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
588,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True
589,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
590,True,True,True,True,True,False,False,False,True,False,True,False,True,True,True,False,True,False,False,False
591,False,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,True,True,True,True
592,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False
593,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False
594,True,True,False,True,True,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False
595,False,True,False,False,True,True,False,False,True,False,True,False,True,True,True,False,False,True,False,True
596,False,True,True,False,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,True
597,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True
598,True,True,True,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False
599,False,False,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False
600,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False
601,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
602,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True
603,False,False,True,False,True,False,True,True,True,False,True,False,False,True,False,False,False,True,False,False
604,True,True,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,True,True,False
605,True,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,True,True,False
606,True,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True
607,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True
608,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True
609,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,True
610,True,False,False,False,True,True,True,True,False,False,False,False,True,True,True,False,False,True,False,False
611,True,True,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False
612,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,True,True
613,True,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,False
614,False,False,False,False,True,True,False,True,True,True,True,False,True,True,False,True,False,False,True,False
615,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
616,False,False,False,True,False,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False
617,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,True,True,False,True,False
618,True,False,True,True,True,False,False,False,True,False,False,True,True,True,False,True,False,False,True,True
619,False,False,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True
620,True,False,False,True,True,True,False,True,False,False,True,False,False,True,True,True,False,False,True,True
621,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False
622,True,False,False,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,True,True
623,True,True,False,False,True,False,True,False,False,False,True,False,True,True,True,True,False,False,True,True
624,True,True,False,False,False,True,False,True,True,True,True,True,True,False,False,True,False,True,False,True
625,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False
626,True,True,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False
627,False,True,True,False,False,False,True,False,True,True,True,True,False,True,True,True,False,False,True,True
628,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True
629,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,True,False
630,True,True,True,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,True
631,True,False,False,False,False,True,True,True,True,False,True,True,False,True,True,False,False,True,False,False
632,False,True,True,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,True,True
633,False,False,True,False,True,True,True,True,False,False,True,True,False,False,True,True,False,False,True,False
634,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,False,False,False
635,False,True,True,True,True,False,True,False,False,True,False,True,False,True,False,False,True,True,True,True
636,False,True,True,False,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,True
637,False,True,False,True,True,False,False,True,False,False,False,True,True,True,False,False,False,True,True,False
638,True,True,False,False,True,True,True,False,False,True,False,True,False,False,False,True,True,True,False,True
639,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,True,True
640,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False
641,False,True,False,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True
642,False,False,True,True,False,False,False,False,True,True,False,True,False,True,True,False,True,True,False,False
643,True,False,False,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
644,True,True,True,False,False,True,True,False,True,False,True,True,False,False,False,True,True,True,True,True
645,False,True,True,True,False,False,True,True,True,True,False,True,False,True,True,False,True,True,False,True
646,False,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
647,False,False,False,True,False,False,True,True,True,False,False,True,False,True,True,True,True,False,False,True
648,False,True,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False
649,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True
650,True,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False
651,True,False,True,True,True,False,True,False,True,True,True,False,False,True,False,False,False,True,True,True
652,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True
653,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False,True,False,False,True
654,False,True,False,False,True,False,True,True,False,True,True,True,True,False,True,True,False,False,True,False
655,True,True,False,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,True,False
656,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,True,False,True,True,True
657,False,False,True,True,True,False,False,False,False,False,True,True,False,True,True,True,False,False,True,False
658,False,True,False,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False
659,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,True
660,False,True,True,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False
661,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
662,False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,True,True,True,False,True
